id,name,category,subcategory,address,district,lat,lng,rating_score,rating_count,description,source
google-places-ChIJXYfrCy_COxMRYA8QPgf5lNM,Cripta di San Matteo,attractions,chiese,"Via Roberto il Guiscardo, 1, 84121 Salerno SA",Salerno,40.6802199,14.760269800000001,4.9,127,"Cripta barocca sotto il Duomo che custodisce le reliquie di San Matteo Apostolo, patrono di Salerno; ricchi marmi policromi e affreschi seicenteschi.",google_places
osm-way-1030979663,Cappella di San Michele Arcangelo a Villazzano,attractions,church,,Salerno,40.6215523,14.3436286,,0,,openstreetmap_overpass
osm-way-1040365074,Cappella di Sant'Anna a Pietrapiana,attractions,church,,Salerno,40.601163,14.3377808,,0,,openstreetmap_overpass
osm-way-749056606,Cappella di Santa Maria delle Grazie a Pipiano,attractions,church,,Salerno,40.6083461,14.3375502,,0,,openstreetmap_overpass
osm-way-554976085,Chiesa Costantinopoli,attractions,church,,Salerno,40.5529816,14.2201947,,0,,openstreetmap_overpass
osm-relation-10329164,Chiesa Maria SS della Lobra,attractions,church,,Salerno,40.608559,14.3360906,,0,,openstreetmap_overpass
osm-way-990728502,Chiesa Santa Maria del Soccorso,attractions,church,,Salerno,40.5583257,14.2628708,,0,,openstreetmap_overpass
osm-way-1020343454,Chiesa della SS Annunziata,attractions,church,,Salerno,40.6027621,14.3350285,,0,,openstreetmap_overpass
osm-way-1030979474,Chiesa della Santissima Addolorata,attractions,church,,Salerno,40.6261631,14.3460956,,0,,openstreetmap_overpass
osm-way-752086462,Chiesa di San Costanzo,attractions,church,,Salerno,40.5564253,14.2350452,,0,,openstreetmap_overpass
osm-way-1038893380,Chiesa di San Costanzo,attractions,church,,Salerno,40.5843352,14.3434816,,0,,openstreetmap_overpass
osm-way-749097150,Chiesa di San Giovanni Battista,attractions,church,,Salerno,40.5948939,14.3497917,,0,,openstreetmap_overpass
osm-way-1019453760,Chiesa di San Liberatore,attractions,church,,Salerno,40.6071498,14.3322278,,0,,openstreetmap_overpass
osm-way-308895823,Chiesa di San Michele Arcangelo,attractions,church,,Salerno,40.5547163,14.2173085,,0,,openstreetmap_overpass
osm-way-239319739,Chiesa di San Michele alla Croce,attractions,church,,Salerno,40.551432,14.2486433,,0,,openstreetmap_overpass
osm-way-749096346,Chiesa di San Salvatore,attractions,church,,Salerno,40.6002295,14.3463681,,0,,openstreetmap_overpass
osm-way-749057326,Chiesa di Sant'Andrea Apostolo,attractions,church,,Salerno,40.5976498,14.3307383,,0,,openstreetmap_overpass
osm-way-1020343263,Chiesa di Santa Maria della Misericordia,attractions,church,,Salerno,40.6031177,14.3409512,,0,,openstreetmap_overpass
osm-way-751445812,Chiesa di Santa Sofia,attractions,church,,Salerno,40.5542054,14.2169751,,0,,openstreetmap_overpass
osm-way-1021728079,Chiesa di Santa Teresa,attractions,church,,Salerno,40.6107214,14.3436751,,0,,openstreetmap_overpass
osm-way-752097559,Chiesa di Santo Stefano,attractions,church,,Salerno,40.5505334,14.2431774,,0,,openstreetmap_overpass
osm-node-10688345429,S. Maria di Mitigliano,attractions,church,,Salerno,40.587826,14.3329806,,0,,openstreetmap_overpass
osm-way-1160749188,San Giovanni,attractions,church,,Salerno,40.6102684,14.3451362,,0,,openstreetmap_overpass
osm-way-1101453030,Santa Croce,attractions,church,,Salerno,40.5907179,14.3402962,,0,,openstreetmap_overpass
osm-way-988336116,Santa Maria del Campo,attractions,church,,Salerno,40.6066135,14.3412637,,0,,openstreetmap_overpass
osm-way-749056476,Santa Maria del Carmine a Sirignano,attractions,church,,Salerno,40.6111051,14.3412801,,0,,openstreetmap_overpass
osm-way-749039416,Santissimo Salvatore,attractions,church,,Salerno,40.5859989,14.3477055,,0,,openstreetmap_overpass
osm-way-751445425,Liquid Art System,attractions,gallery,,Salerno,40.5560623,14.2213341,,0,,openstreetmap_overpass
google-places-ChIJvUM23DDCOxMRHnqigBOo3DA,Mercato Rionale Salerno Carmine,attractions,mercati,"Via Piave, 9, 84122 Salerno SA",Salerno,40.679728499999996,14.768438999999999,4.2,733,,google_places
google-places-ChIJa4ftSFbDOxMRvGJV9uwSItc,Mercato Via de Crescenzo,attractions,mercati,"Via Gennaro Stanislao de Crescenzo, 23, 84133 Salerno SA",Salerno,40.668052100000004,14.801252100000001,3.9,58,,google_places
google-places-ChIJVZwc2PXCOxMR-sROXfxlq5k,Mercato al coperto di Pastena,attractions,mercati,"Via Gennaro Stanislao de Crescenzo, 11, 84133 Salerno SA",Salerno,40.6681704,14.8009085,3.8,548,,google_places
google-places-ChIJgRP6ukTCOxMRWaAYQsSa02E,Mercato all'aperto Torrione,attractions,mercati,"Via Filippo Sciaraffia, 84127 Salerno SA",Salerno,40.6708887,14.78623,4.1,1915,,google_places
google-places-ChIJdZKYMDDCOxMRP_ztOgSRvA8,Acquedotto Medievale,attractions,monumenti,"Via Fiera Vecchia, 84122 Salerno SA",Salerno,40.679539399999996,14.7649293,4.2,1021,"Acquedotto medievale (IX-XIII secolo) dai caratteristici archi a sesto acuto, popolarmente noti come 'i Ponti del Diavolo' per via di un'antica leggenda.",google_places
google-places-ChIJiyE5U7jDOxMRo3EvSL_skwM,Area Archeologica Etrusco-Sannitica di Fratte,attractions,monumenti,"Via Francesco Spirito, 53, 84135 Salerno SA",Salerno,40.6981239,14.7774364,4,189,,google_places
google-places-ChIJR093tbbDOxMRaefqSoTj5q4,Cappella di San Ludovico,attractions,monumenti,"Largo Abate Conforti, 10, 84121 Salerno SA",Salerno,40.6806755,14.758239,4.3,3,,google_places
google-places-ChIJsSNhW_3DOxMRAGjlCE2zPKg,Castel Terracena,attractions,monumenti,"Traversa S. Giovanni, 84122 Salerno SA",Salerno,40.6793461,14.761517900000001,4.8,4,,google_places
google-places-ChIJ0QjdtCvCOxMRfj5reavG7tI,Castello di Arechi,attractions,monumenti,"Località Croce, 84125 Salerno SA",Salerno,40.684350699999996,14.755140299999999,4.3,3696,"Castello medievale sul colle Bonadies, a circa 300 m sul mare, che domina Salerno e il golfo. Di origine longobarda (VIII secolo, legato al principe Arechi II), regala una vista panoramica spettacolare e ospita un museo.",google_places
google-places-ChIJyZb30ijCOxMRCeuAGjX-d2A,Chiesa dell’Addolorata e Convento di S. Sofia,attractions,monumenti,"Largo Abate Conforti, 21, 84121 Salerno SA",Salerno,40.680793099999995,14.757697699999998,4.4,51,,google_places
google-places-ChIJXQ_3Xi_COxMRGbJqBh7YIBs,Chiesa e Monastero di San Giorgio,attractions,monumenti,"Via Duomo, 19, 84121 Salerno SA",Salerno,40.6788281,14.759197400000001,4.8,526,,google_places
google-places-ChIJMRSasSjCOxMRbK1mm_zKkWA,Complesso Monumentale di San Pietro a Corte - Ipogeo e Cappella Palatina,attractions,monumenti,"Larghetto S. Pietro a Corte, 8, 84121 Salerno SA",Salerno,40.679668,14.7574258,4.6,267,,google_places
google-places-ChIJfW_9Fy_COxMRvQfjUS48E5M,"Duomo di Santa Maria degli Angeli, San Matteo e San Gregorio VII",attractions,monumenti,"Piazza Alfano I, 84125 Salerno SA",Salerno,40.6801603,14.760048999999997,4.6,6432,"La Cattedrale di Salerno, dedicata a San Matteo Apostolo le cui reliquie riposano nella cripta. Fondata nell'XI secolo in epoca normanna da Roberto il Guiscardo, unisce stili romanico, arabo e barocco: da vedere l'atrio con colonne antiche, le porte bronzee bizantine e il campanile arabo-normanno.",google_places
google-places-ChIJKbUjRyjCOxMRlYe0Ld6307Y,Giardino della Minerva,attractions,monumenti,"Vicolo Ferrante Sanseverino, n° 1, 84121 Salerno SA",Salerno,40.680963500000004,14.753844700000002,4.4,4151,"Storico orto botanico nel centro antico, considerato il primo giardino botanico d'Europa, legato alla Scuola Medica Salernitana. Terrazzamenti con piante medicinali, pergolati e una splendida vista sul golfo.",google_places
google-places-ChIJF0Fv23vDOxMREdCPoIR7U9A,Lungomare di Salerno,attractions,monumenti,84121 Salerno SA,Salerno,40.6777166,14.758216299999999,4.5,665,"Tra i lungomare più belli d'Italia: ampia passeggiata alberata di palme lungo il golfo, perfetta per camminate, tramonti e aperitivi.",google_places
google-places-ChIJw1SwYDnCOxMRmVUPSQHXJV0,Monumento al Marinaio,attractions,monumenti,"Lungomare Trieste, 84122 Salerno SA",Salerno,40.6746021,14.7683275,4.2,9,,google_places
google-places-ChIJ4Ujm_S7COxMRsMdcgd6H3Io,Museo Diocesano San Matteo,attractions,monumenti,"Largo Plebiscito, 12, 84121 Salerno SA",Salerno,40.68072060000001,14.760364499999998,4.5,461,"Museo diocesano con capolavori d'arte sacra salernitana, tra cui i celebri avori salernitani di epoca medievale.",google_places
google-places-ChIJ0VVssSjCOxMRb-k-TtPEUzo,Palazzo Fruscione,attractions,monumenti,"Vicolo Adelberga, 19, 84121 Salerno SA",Salerno,40.6797466,14.7575016,4.4,336,,google_places
google-places-ChIJfR-ZmyjCOxMR5-UMX8UdE9A,Palazzo Genovese,attractions,monumenti,"Via Pandolfina Fasanella, 84121 Salerno SA",Salerno,40.6794417,14.7559285,4.5,56,,google_places
google-places-ChIJweWhWE3DOxMRqrLRgKUt7kQ,Palazzo Pinto,attractions,monumenti,"Via Mercanti, 63, 84121 Salerno SA",Salerno,40.6789515,14.7599348,4.6,11,,google_places
google-places-ChIJt5wkZS_COxMRYG64ltZaX3Q,Palazzo d'Avossa,attractions,monumenti,"Via delle Botteghelle, 11, 84121 Salerno SA",Salerno,40.6796772,14.7587388,4.6,10,,google_places
google-places-ChIJUUEfkYzCOxMRALhNsfuV2JU,Parco del Mercatello,attractions,monumenti,84132 Salerno SA,Salerno,40.6601335,14.804868099999998,3.9,4128,,google_places
google-places-ChIJ08nOLV3DOxMROmsJqBySTf8,Piazza Sedile del Campo,attractions,monumenti,"Piazza Sedile del Campo, 84121 Salerno SA",Salerno,40.679569099999995,14.7559446,4.7,15,,google_places
google-places-ChIJcXCqZS_COxMRDXyEKW2jqlk,Pinacoteca Provinciale Salerno C 16,attractions,monumenti,"Via Mercanti, 63, 84121 Salerno SA",Salerno,40.678899699999995,14.759953399999997,4.5,311,,google_places
google-places-ChIJqzNQ8C_COxMRRkJ5FXm9fvM,Archivio dell'Architettura Contemporanea,attractions,musei,"Via Porta Elina, 84121 Salerno SA",Salerno,40.6786862,14.762807100000002,4.5,2,,google_places
google-places-ChIJpQVHQi_COxMRMvINifj19_Q,"Collezione di Ceramiche ""Alfonso Tafuri""",attractions,musei,"Vicolo Cassavecchia, 11, 84121 Salerno SA",Salerno,40.679468400000005,14.759108900000001,4.4,7,,google_places
google-places-ChIJjeZP42vDOxMRtwQ6lxAEUJg,Museo Città Creativa di Ogliara,attractions,musei,"Via di Ogliara, 127, 84100 Salerno SA",Salerno,40.704581399999995,14.807802499999998,4.2,44,,google_places
google-places-ChIJQeQ2ZS_COxMRt2rh7GTj0Ps,Museo Virtuale della Scuola Medica Salernitana,attractions,musei,"Chiesa di San Gregorio, Via Mercanti, 74, 84121 Salerno SA",Salerno,40.6790606,14.7599662,3.8,107,,google_places
google-places-ChIJFUHw3SjCOxMRryAFjcv5JYc,"Museo della Medicina ""Roberto Papi""",attractions,musei,"Via Trotula de Ruggiero, 23, 84121 Salerno SA",Salerno,40.681143299999995,14.756172099999999,4.1,89,,google_places
google-places-ChIJK9Xm34bBOxMRvQk4Ura0oPE,Museo delle ceramiche del castello medievale di Arechi,attractions,musei,"Via Croce, 1, 84100 Salerno SA",Salerno,40.684616899999995,14.7547791,2.3,17,Museo nel complesso del Castello di Arechi dedicato alle ceramiche storiche del territorio salernitano.,google_places
google-places-ChIJyc3X6SfCOxMR4IU-GxNGg88,Villa Comunale di Salerno,attractions,musei,"Via Roma, 84100 Salerno SA",Salerno,40.6784653,14.7531473,4.4,2407,"Giardino pubblico storico nel cuore della città, tra il Teatro Verdi e il lungomare, con fontane e palme; in inverno cuore delle Luci d'Artista.",google_places
osm-way-751445149,Cappella di San Michele,attractions,museum,,Salerno,40.5571956,14.2259094,,0,,openstreetmap_overpass
osm-way-751445628,Casa Rossa,attractions,museum,,Salerno,40.5551014,14.2187844,,0,,openstreetmap_overpass
osm-node-6574297119,Museo Ignazio Cerio,attractions,museum,,Salerno,40.5505302,14.2427813,,0,,openstreetmap_overpass
osm-way-751444800,Osservatorio Solare di Anacapri,attractions,museum,,Salerno,40.5588418,14.2042842,,0,,openstreetmap_overpass
osm-way-751445120,Villa San Michele,attractions,museum,,Salerno,40.5572675,14.2250226,,0,,openstreetmap_overpass
economybookings-car-salerno,EconomyBookings - Noleggio Auto Salerno,attractions,noleggio_auto,Aeroporto di Napoli-Capodichino (NAP) e centro Salerno,Salerno,40.8824,14.2681,4.5,0,Noleggio auto economico a Salerno. Ritiro all'aeroporto NAP o centro città. Commissione 55% su prenotazione + 25% su Full Coverage (CJ.com).,partner_cms
google-places-ChIJezH-eFLCOxMRie-YkOAbbxk,B&b Panoramica 33,attractions,panorami,"Via Panoramica, 33, 84100 Salerno SA",Salerno,40.682313799999996,14.787146,3.3,120,,google_places
google-places-ChIJX25jTZjDOxMRq0w3IHsw2K4,Belvedere Maddalena,attractions,panorami,84135 Salerno SA,Salerno,40.718412,14.8132472,4.8,11,,google_places
google-places-ChIJe_x6ilHDOxMRAzRs-Up9G58,Foce Irno - punto panoramico,attractions,panorami,"Via Fratelli de Mattia, 85, 84123 Salerno SA",Salerno,40.672620599999995,14.7733259,3.9,11,,google_places
google-places-ChIJD6DhBkbCOxMRej9G_FFOB4Q,Masso della Signora,attractions,panorami,84135 Salerno SA,Salerno,40.6815813,14.788199499999997,4.5,81,,google_places
google-places-ChIJb1tjNiXCOxMRzKY95ero7oI,Panorama B&B,attractions,panorami,"secondo, Corso Giuseppe Garibaldi, 235/piano, interno 15, 84122 Salerno SA",Salerno,40.676702,14.7633472,5,1,,google_places
google-places-ChIJFV83C0bCOxMROulM-x_Uy6c,Panorama di Salerno,attractions,panorami,"Viale delle Ginestre, 21, 84134 Salerno SA",Salerno,40.6750955,14.781195600000002,4.4,34,,google_places
google-places-ChIJsbW8XI_BOxMRbGYzzGYgc54,Panorama sul Golfo di Salerno,attractions,panorami,"Piazzola di Sosta E45, 84125 Salerno SA",Salerno,40.680092599999995,14.745030700000001,4.8,324,,google_places
google-places-ChIJRYeUyEvCOxMR7WOJ3vDlE_Q,Panoramica 13,attractions,panorami,"84135 Salerno SA, Italia",Salerno,40.6819622,14.779973000000002,5,1,,google_places
google-places-ChIJ_1-LZVLCOxMRd-zTqUSUmIw,Panoramica Casa Manzo,attractions,panorami,"84135 Salerno SA, Italia",Salerno,40.6817047,14.7880976,4.7,3,,google_places
google-places-ChIJHezRHgDDOxMRMdLvJ1oNQDg,Piazzola Panoramica della Concordia,attractions,panorami,"Lungomare Clemente Tafuri, 4, 84127 Salerno SA",Salerno,40.6729816,14.7709314,,0,,google_places
google-places-ChIJhe3x-9HDOxMR67tN3veQIu0,Punto Panoramico Golfo di Salerno,attractions,panorami,"Via Panoramica, 33, 84135 Salerno SA",Salerno,40.681793899999995,14.7870776,5,4,,google_places
google-places-ChIJKRkUMSjCOxMRgEs3_wYtdHk,Punto Panoramico di Salerno,attractions,panorami,"Via Porta S. Nicola, 84125 Salerno SA",Salerno,40.681499099999996,14.753078799999999,4.9,35,,google_places
google-places-ChIJfUQgXSbBOxMRe_4YNdQu3U4,Punto panoramico,attractions,panorami,"Via Alfonso Gatto, 1/A, 84125 Salerno SA",Salerno,40.6817801,14.751610799999998,5,5,,google_places
google-places-ChIJXybKYSXCOxMR07QT15HOigA,Suite con terrazza panoramica - Salerno centro,attractions,panorami,"84121 Salerno SA, Italia",Salerno,40.6781769,14.7620993,,0,,google_places
google-places-ChIJKyFxrkbCOxMRMPmYzCuKSpM,Giardini La Carnale,attractions,parchi,"Via Tommaso Scillato, 84127 Salerno SA",Salerno,40.6711963,14.780660699999999,4.2,10,,google_places
google-places-ChIJw06K-l_COxMRKCb1Owwa7K8,Giardini Mariele Ventre,attractions,parchi,"Via Racioppi, 84129 Salerno SA",Salerno,40.6641623,14.798214399999999,4.3,58,,google_places
google-places-ChIJHaQEOvXCOxMRek9KLP-34zQ,Luna Park Baby,attractions,parchi,"Via Rocco Cocchia, 147, 84129 Salerno SA",Salerno,40.6637796,14.800642599999998,4.4,734,,google_places
google-places-ChIJTTwvokrCOxMRyNft85I06kw,Parco Pinocchio,attractions,parchi,"Piazza Montpellier, 84126 Salerno SA",Salerno,40.685330799999996,14.775613,4.1,3609,,google_places
google-places-ChIJCy7hcLXDOxMRMqjpWJJ9Wgk,Parco Urbano Ex Salid,attractions,parchi,"Via Lungoirno, 84100 Salerno SA",Salerno,40.688401899999995,14.7763254,4.8,4,,google_places
google-places-ChIJUW7ug7XDOxMRuVpHLBmRgho,Parco Urbano dell'Irno,attractions,parchi,"Viale Antonio Gramsci, 84126 Salerno SA",Salerno,40.6891317,14.7758603,4.1,1539,,google_places
google-places-ChIJ6cNQiVDCOxMRwFBqBLTiWg8,Parco del Galiziano,attractions,parchi,"Via Roberto Virtuoso, 84134 Salerno SA",Salerno,40.674782799999996,14.789500199999999,4,228,,google_places
google-places-ChIJi82W7zLCOxMR_GdHc90Yvbw,Parco del Seminario,attractions,parchi,"Via Valerio Laspro, 84126 Salerno SA",Salerno,40.685927799999995,14.765880300000001,3.9,325,,google_places
